0.265,0.25509
0.2725,0.261007
0.28,0.266924
0.288,0.2758
0.295,0.281717
0.303,0.287635
0.31,0.29651
0.317,0.305386
0.324,0.311304
0.33,0.317221
0.337,0.326097
0.343,0.332014
0.349,0.337931
0.356,0.343848
0.362,0.352724
0.37,0.358641
0.378,0.367517
0.386,0.373435
0.394,0.379352
0.4025,0.388228
0.411,0.394145
0.419,0.400062
0.427,0.411897
0.435,0.417814
0.443,0.429648
0.451,0.435566
0.458,0.441483
0.4655,0.450359
0.473,0.459235
0.48,0.465152
0.486,0.46811
0.493,0.474028
0.5,0.479945
0.507,0.485862
0.514,0.497694
0.5215,0.503611
0.529,0.509527
0.5365,0.52136
0.544,0.527275
0.552,0.533192
0.559,0.539108
0.5665,0.547982
0.574,0.553898
0.5815,0.559814
0.589,0.571646
0.596,0.577562
0.604,0.583477
0.611,0.589394
0.619,0.601227
0.627,0.607143
0.634,0.613059
0.641,0.618975
0.6485,0.630808
0.656,0.636724
0.6635,0.64264
0.671,0.654473
0.6785,0.66039
0.685,0.666307
0.6925,0.672224
0.6985,0.6811
0.706,0.687017
0.713,0.695893
0.72,0.70181
0.728,0.707727
0.7355,0.716603
0.743,0.725478
0.75,0.728437
0.7575,0.737313
0.765,0.746188
0.7735,0.752106
0.7805,0.760981
0.789,0.766898
0.7955,0.772816
0.804,0.781691
0.811,0.790567
0.818,0.799443
0.8255,0.80536
0.832,0.811277
0.8405,0.817194
0.8475,0.82607
0.855,0.834946
0.8615,0.843822
0.8695,0.849739
0.877,0.852698
0.884,0.861573
0.892,0.870449
0.899,0.876366
0.9065,0.882284
0.9145,0.891159
0.9215,0.900035
0.929,0.905952
0.9365,0.911869
0.944,0.920745
0.951,0.929621
0.959,0.935538
0.966,0.944414
0.9735,0.95329
0.9805,0.959207
0.9885,0.965124
0.9955,0.974
1.003,0.982876
1.0105,0.988793
1.0175,0.99471
1.0245,1.00359
1.0325,1.0095
1.04,1.01542
1.048,1.0243
1.055,1.03021
1.0625,1.03909
1.07,1.04501
1.0775,1.05092
1.085,1.0598
1.0935,1.06868
1.1015,1.07459
1.1085,1.08347
1.116,1.08939
1.1225,1.0953
1.1295,1.10418
1.137,1.11305
1.1445,1.11897
1.152,1.12489
1.1595,1.13376
1.167,1.14264
1.174,1.14856
1.181,1.15447
1.189,1.16335
1.1955,1.17223
1.203,1.17814
1.2095,1.18406
1.217,1.19294
1.2245,1.19885
1.2315,1.20773
1.24,1.2166
1.2465,1.22252
1.254,1.2314
1.2615,1.23731
1.269,1.24619
1.2765,1.25211
1.283,1.25802
1.291,1.26394
1.2995,1.27578
1.306,1.28169
1.313,1.28761
1.3205,1.29649
1.327,1.3024
1.3345,1.30536
1.3415,1.31128
1.35,1.32311
1.3565,1.32903
1.3645,1.33495
1.371,1.34086
1.3795,1.3527
1.3875,1.35862
1.3935,1.36453
1.401,1.37045
1.4095,1.38229
1.4175,1.3882
1.4245,1.39412
1.432,1.403
1.4395,1.41187
1.4465,1.41779
1.4535,1.42371
1.461,1.43258
1.467,1.4385
1.476,1.44737
1.483,1.45329
1.492,1.46513
1.499,1.47104
1.506,1.47696
1.5145,1.48288
1.5205,1.49471
1.5285,1.49767
1.536,1.50359
1.5435,1.51542
1.55,1.52134
1.558,1.52726
1.565,1.53317
1.572,1.53909
1.5805,1.54797
1.587,1.55684
1.594,1.56276
1.6025,1.56868
1.609,1.58051
1.618,1.58347
1.625,1.58939
1.632,1.60122
1.64,1.60714
1.647,1.61305
1.6535,1.62193
1.6625,1.62785
1.6675,1.63672
1.675,1.64264
1.6835,1.64856
1.69,1.65743
1.6975,1.66631
1.7055,1.67223
1.7115,1.67814
1.718,1.68702
1.7275,1.69294
1.7335,1.70181
1.742,1.71069
1.7495,1.71365
1.757,1.71956
1.7645,1.7314
1.771,1.73732
1.778,1.74323
1.785,1.74915
1.7935,1.76098
1.801,1.7669
1.807,1.77282
1.8165,1.77873
1.8245,1.79056
1.83,1.79648
1.8355,1.8024
1.8455,1.80831
1.8535,1.82014
1.8615,1.82606
1.8695,1.83197
1.877,1.84381
0.9415,1.84972
1.891,1.85564
1.898,1.8586
1.9065,1.87043
1.9125,1.87634
1.9185,1.88226
1.927,1.88817
1.935,1.89705
1.943,1.90296
1.95,1.91184
1.9575,1.91479
1.964,1.92367
1.972,1.93254
1.9805,1.93846
1.9865,1.94437
1.995,1.95324
2.0025,1.96212
2.0095,1.96803
2.018,1.97099
2.0245,1.98282
2.031,1.98874
2.0395,1.99465
2.0495,2.00353
2.0565,2.0124
2.0615,2.01832
2.0695,2.02423
2.077,2.03015
2.0865,2.04198
2.092,2.0479
2.099,2.05381
2.107,2.05973
2.115,2.07156
2.123,2.07748
2.13,2.08339
2.1375,2.09226
2.146,2.10114
2.1535,2.10706
2.161,2.11297
2.168,2.1248
2.1765,2.13072
2.1835,2.13664
2.1905,2.14551
2.196,2.15143
2.2035,2.1603
2.214,2.16622
2.2225,2.17213
2.2295,2.18396
2.236,2.18988
2.2435,2.1958
2.2515,2.20763
2.2605,2.21354
2.2675,2.21946
2.2735,2.22538
2.282,2.23129
2.288,2.23721
2.2965,2.24904
2.303,2.25496
2.3115,2.26088
2.3175,2.26679
2.325,2.27271
2.331,2.28454
2.3405,2.29046
2.347,2.29638
2.354,2.30229
2.3615,2.31413
2.37,2.32004
2.378,2.32892
2.385,2.33779
2.395,2.34371
2.402,2.35259
2.4105,2.3585
2.4175,2.36738
2.4255,2.3733
2.4325,2.38217
2.439,2.39105
2.4485,2.39697
2.455,2.40288
2.463,2.41176
2.4695,2.42063
2.478,2.42655
2.4845,2.43247
2.492,2.43838
2.497,2.4443
2.5065,2.45318
2.5135,2.45909
2.5225,2.46797
2.528,2.47389
2.5385,2.4798
2.543,2.48868
2.549,2.4946
1.2795,2.50347
2.5675,2.50939
2.5775,2.51531
2.583,2.52714
2.591,2.53306
2.598,2.54193
2.603,2.54785
2.613,2.55673
2.6215,2.56264
2.6295,2.56856
2.6385,2.57448
2.6445,2.58335
2.6505,2.58927
2.658,2.59518
2.665,2.6011
2.6745,2.61293
2.6815,2.61885
2.691,2.62477
2.698,2.6366
2.7045,2.63956
2.7125,2.64252
2.7215,2.65435
2.731,2.66026
2.738,2.66618
2.7465,2.67506
2.754,2.67801
2.761,2.68393
2.768,2.6928
2.7785,2.70168
2.784,2.70464
2.7905,2.71055
2.7985,2.71943
2.8065,2.7283
2.814,2.73422
2.819,2.74013
2.8305,2.74901
2.837,2.75788
2.848,2.7638
2.854,2.77267
2.861,2.78155
2.8695,2.78746
2.8775,2.79338
2.883,2.80521
2.8905,2.81113
2.901,2.81704
2.9075,2.82296
2.915,2.82887
2.923,2.83775
2.932,2.84662
2.936,2.85254
2.945,2.86437
2.953,2.87029
2.9615,2.87621
2.969,2.88508
2.978,2.89396
2.986,2.89987
2.9965,2.90579
3.0045,2.91762
3.007,2.92354
3.0125,2.92946
3.0195,2.94129
3.026,2.94721
3.035,2.95313
3.044,2.962
3.055,2.96496
3.066,2.97679
3.0735,2.98271
3.0805,2.98863
3.088,2.99454
3.0925,3.00046
3.1,3.00934
3.11,3.01821
3.1175,3.02117
3.124,3.02709
3.1345,3.03301
3.1445,3.04484
3.15,3.05076
3.1565,3.05667
3.1625,3.06851
3.171,3.07442
3.176,3.08034
3.1845,3.09217
3.1925,3.09809
3.2,3.104
3.2095,3.11288
3.219,3.11879
3.2265,3.12471
3.234,3.13063
3.244,3.1395
3.25,3.14542
3.255,3.15429
3.261,3.16021
3.269,3.16316
3.274,3.16908
3.288,3.18091
3.2915,3.18683
3.3055,3.19274
3.315,3.20458
3.3255,3.21049
3.3345,3.2164
3.3365,3.22823
3.345,3.23414
3.354,3.24006
3.3615,3.24301
3.3685,3.25188
3.3755,3.25779
3.386,3.2637
3.3935,3.26962
3.3965,3.27553
3.4015,3.28735
3.408,3.29326
3.4185,3.29917
3.4255,3.311
3.434,3.31691
3.446,3.32282
1.7285,3.33168
3.465,3.3376
3.4745,3.34351
3.483,3.35533
3.487,3.36125
3.492,3.36716
3.5005,3.37603
3.506,3.3849
3.512,3.39081
1.762,3.39673
3.5295,3.39968
3.5385,3.41151
3.5535,3.41742
3.563,3.42334
3.5725,3.42925
3.629,3.44108
3.5845,3.44699
3.5905,3.45291
3.595,3.45882
3.6035,3.47065
3.6085,3.47657
3.6705,3.48248
3.62,3.49432
3.6325,3.50023
3.6395,3.50615
3.6495,3.51502
3.6625,3.5239
3.673,3.52981
3.681,3.53573
3.688,3.54756
3.694,3.55348
3.702,3.5594
3.7065,3.56827
3.712,3.57419
3.718,3.58306
3.724,3.58898
3.73,3.59785
3.74,3.60673
3.746,3.61264
3.762,3.61856
3.767,3.63039
3.7725,3.63631
3.789,3.64223
3.7945,3.6511
3.8045,3.65998
3.8115,3.66589
3.8185,3.67477
3.8195,3.68364
3.8285,3.68956
3.8325,3.69548
3.8365,3.70435
3.8475,3.71027
3.854,3.71618
3.8645,3.72802
3.8785,3.73393
1.9425,3.73985
1.95,3.74872
1.953,3.75464
3.9135,3.76352
3.9205,3.77239
1.9635,3.77831
3.934,3.78718
3.94,3.79606
3.95,3.80197
3.953,3.80789
3.96,3.81972
3.971,3.82564
3.9795,3.83156
3.9845,3.84043
3.9945,3.84931
4.0035,3.85522
4.079,3.8641
4.015,3.87001
4.024,3.87889
4.03,3.88776
4.045,3.89368
4.051,3.90256
4.0615,3.90847
4.066,3.91735
4.0735,3.92326
4.08,3.93214
4.0905,3.9351
4.1035,3.94101
4.108,3.94989
4.117,3.95876
4.1245,3.96468
4.1325,3.9706
4.148,3.98243
4.153,3.98835
4.16,3.99426
4.167,4.0061
4.174,4.01201
4.179,4.01793
4.184,4.02681
4.189,4.03568
